,name,birthDate
3743,Solti Georg,1912-10-21
3744,Solzhenitsyn Aleksandr I,1918-12-11
3745,Sondheim Stephen,1930-03-22
3746,Sontag Susan,1933-01-16
3747,Sorel Edward,1929-03-26
3748,Sorensen Theodore C,1928-05-08
3749,Sorenstam Annika,1970-10-09
3750,Soriano Alfonso,1976-01-07
3751,Sorkin Aaron,1961-06-09
3752,Sorkin Andrew Ross,1977-02-19
3753,Soros George,1930-08-12
3754,Sorrell Martin,1945-02-14
3755,Sorvino Mira,1967-09-28
3756,Sosa Sammy,1968-11-12
3757,Sotomayor Javier,1967-10-13
3758,Sotomayor Sonia,1954-06-25
3759,Souter David H,1939-09-17
3760,Soyinka Wole,1934-07-13
3761,Spacek Sissy,1949-12-25
3762,Spacey Kevin,1959-07-26
3763,Spade Kate,1962-12-24
3764,Spano Andrew J,1936-04-17
3765,Spano Nicholas A,1953-01-01
3766,Spano Robert,1961-05-07
3767,Spark Muriel,1918-02-01
3768,Sparks Phillippi,1969-04-15
3769,Spears Britney,1981-12-02
3770,Specter Arlen,1930-02-12
3771,Specter Michael,1955-01-01
3772,Spector Phil,1939-12-26
3773,Spellings Margaret,1957-11-30
3774,Spencer Shane,1972-02-20
3775,Sperling Gene,1958-12-24
3776,Speyer Jerry I,1940-06-23
3777,Spiegelman Art,1948-02-15
3778,Spielberg Steven,1946-12-18
3779,Spirlea Irina,1974-03-26
3780,Spitz Mark,1950-02-10
3781,Spitzer Eliot L,1959-06-10
3782,Spock Benjamin,1903-05-02
3783,Sprewell Latrell,1970-09-08
3784,Springer Jerry,1944-08-13
3785,Springsteen Bruce,1949-09-23
3786,Sprizzo John E,1934-12-23
3787,Spurrier Steve,1945-04-20
3788,Stalin Joseph,1878-12-18
3789,Stallone Sylvester,1946-07-06
3790,Stanford Robert Allen,1950-03-24
3791,Stanley Alessandra,0003-01-01
3792,Staples Brent,1951-01-01
3793,Stapleton Jean,1923-01-19
3794,Starck Philippe,1949-01-18
3795,Starr Kenneth W,1946-07-21
3796,Starr Ringo,1940-07-07
3797,Steel Ronald,1931-03-25
3798,Steenburgen Mary,1953-02-08
3799,Steichen Edward,1879-03-27
3800,Stein Ben,1944-11-25
3801,Stein Gertrude,1874-02-03
3802,Steinbeck John,1902-02-27
3803,Steinberg Joel B,1941-05-25
3804,Steinem Gloria,1934-03-25
3805,Steinfels Peter,1941-01-01
3806,Steinhardt Michael H,1940-12-07
3807,Stella Frank,1936-05-12
3808,Stepashin Sergei V,1952-03-02
3809,Stephanopoulos George,1961-02-10
3810,Stern David,1942-09-22
3811,Stern Fritz,1926-02-02
3812,Stern Gerald,1925-02-22
3813,Stern Henry J,1935-05-01
3814,Stern Howard,1954-01-12
3815,Stern Isaac,1920-07-21
3816,Stern Robert A M,1939-05-23
3817,Sternberg Robert J,1949-12-08
3818,Stevens John Paul,1920-04-20
3819,Stevens Scott,1964-04-01
3820,Stevens Ted,1923-11-18
3821,Stevenson Alexandra,1980-12-15
3822,Stewart James B,1952-01-01
3823,Stewart Jon,1962-11-28
3824,Stewart Kordell,1972-10-16
3825,Stewart Lynne F,1939-10-08
3826,Stewart Martha,1941-08-03
3827,Stewart Patrick,1940-07-13
3828,Stewart Payne,1957-01-30
3829,Stewart Tony,1971-05-20
3830,Stieglitz Alfred,1864-01-01
3831,Stiglitz Joseph E,1943-02-09
3832,Stiller Ben,1965-11-30
3833,Stockton John,1962-03-26
3834,Stoiber Edmund,1941-09-28
3835,Stoltzman Richard,1942-07-12
3836,Stone Edward Durell,1902-03-09
3837,Stone Matt,1971-05-26
3838,Stone Oliver,1946-09-15
3839,Stone Peter,1930-02-27
3840,Stone Sharon,1958-03-10
3841,Stonecipher Harry C,1936-05-16
3842,Stoops Bob,1960-09-06
3843,Stoppard Tom,1937-07-03
3844,Stottlemyre Mel,1941-11-13
3845,Stowe Harriet Beecher,1811-06-14
3846,Strahan Michael,1971-11-21
3847,Strathairn David,1949-01-26
3848,Strauss Neil,1969-03-09
3849,Strauss Richard,1864-06-11
3850,Strauss-Kahn Dominique,1949-04-25
3851,Stravinsky Igor,1882-06-17
3852,Straw Jack,1946-08-03
3853,Strawberry Darryl,1962-03-12
3854,Streep Meryl,1949-06-22
3855,Street John F,1943-10-15
3856,Street Picabo,1971-04-03
3857,Streisand Barbra,1942-04-24
3858,Strindberg August,1849-01-22
3859,Stringer C Vivian,1948-03-16
3860,Stringer Howard,1942-02-19
3861,Stringer Korey,1974-05-08
3862,Stringer Scott M,1960-04-29
3863,Stritch Elaine,1925-02-02
3864,Stroman Susan,1954-10-17
3865,Stronach Frank,1932-09-06
3866,Strouse Jean,1945-01-01
3867,Strum Charles,1948-01-01
3868,Strunsky Steve,1923-01-01
3869,Sturges Preston,1898-08-29
3870,Styne Jule,1905-12-31
3871,Styron William,1925-06-11
3872,Sui Anna,1964-08-04
3873,Sukarnoputri Megawati,1947-01-23
3874,Sullivan Andrew,1963-08-10
3875,Sullivan Arthur S,1842-05-13
3876,Sullivan Daniel,1940-06-10
3877,Sullivan Emmet G,1947-01-01
3878,Sullivan Kathleen M,1955-08-20
3879,Sulzberger Arthur Ochs,1926-02-05
3880,Summerall Pat,1930-05-10
3881,Summers Lawrence H,1954-11-30
3882,Sunstein Cass R,1954-09-21
3883,Sununu John E,1964-09-10
3884,Suozzi Thomas R,1962-08-31
3885,Suskind Ron,1959-11-20
3886,Sutherland Donald,1935-07-17
3887,Sutherland Joan,1926-11-07
3888,Sutherland Kiefer,1966-12-21
3889,Sutton Hal,1958-04-28
3890,Suzuki Ichiro,1973-10-22
3891,Swados Elizabeth,1951-02-05
3892,Swank Hilary,1974-07-12
3893,Sweet Robert W,1922-10-15
3894,Swenson Ruth Ann,1959-08-25
3895,Swinton Tilda,1960-11-05
3896,Switzer Barry,1937-10-05
3897,Symington Fife,1945-08-12
3898,Taft Bob,1942-01-08
3899,Talabani Jalal,1933-11-12
3900,Talbott Strobe,1946-04-25
3901,Talese Gay,1932-02-07
3902,Tan Amy,1952-02-19
3903,Tancredo Tom,1945-12-20
3904,Tandy Jessica,1909-06-07
3905,Tankleff Martin,1971-08-29
3906,Tarantino Quentin,1963-03-27
3907,Tarkanian Jerry,1930-08-08
3908,Tarses Jamie,1964-03-16
3909,Tartikoff Brandon,1949-01-13
3910,Taruskin Richard,1945-01-01
3911,Tate Lionel,1987-01-30
3912,Taubman A Alfred,1924-01-31
3913,Taurasi Diana,1982-06-11
3914,Tauziat Nathalie,1967-10-17
3915,Tauzin Billy,1943-06-14
3916,Tavernise Sabrina,1971-02-24
3917,Taylor Elizabeth,1932-02-27
3918,Taylor James,1948-03-12
3919,Taylor Lawrence,1959-02-04
3920,Taylor Sean,1983-04-01
3921,Taymor Julie,1952-12-15
3922,Tchaikovsky Peter Ilyich,1840-05-07
3923,Teachout Terry,1956-02-06
3924,Tebow Tim,1987-08-14
3925,Teixeira Mark,1980-04-11
3926,Telfair Sebastian,1985-06-09
3927,Teller Edward,1908-01-15
3928,Temirkanov Yuri,1938-12-10
3929,Tenet George J,1953-01-05
3930,Terfel Bryn,1965-11-09
3931,Tergat Paul,1969-06-17
3932,Terkel Studs,1912-05-16
3933,Testaverde Vinny,1963-11-13
3934,Tetzlaff Christian,1966-04-24
3935,Thain John A,1955-05-26
3936,Tharoor Shashi,1958-03-09
3937,Tharp Twyla,1941-07-01
3938,Thatcher Margaret H,1925-10-13
3939,Theron Charlize,1975-08-07
3940,Theroux Paul,1941-04-10
3941,Thibaudet Jean-Yves,1961-09-07
3942,Thomas Clarence,1948-06-23
3943,Thomas Isiah,1961-04-20
3944,Thomas Michael Tilson,1944-12-21
3945,Thomason Harry,1940-01-01
3946,Thome Jim,1970-08-27
3947,Thompson Emma,1959-04-15
3948,Thompson Fred Dalton,1942-08-19
3949,Thompson Hunter S,1937-07-18
3950,Thompson Jenny,1973-02-26
3951,Thompson Tommy G,1941-11-19
3952,Thomson Virgil,1896-11-25
3953,Thoreau Henry David,1817-07-12
3954,Thorn Rod,1941-05-23
3955,Thornton Billy Bob,1955-08-04
3956,Thorpe Ian,1982-10-13
3957,Thurber James,1894-12-08
3958,Thurman Uma,1970-04-29
3959,Thurmond Strom,1902-12-05
3960,Thurow Lester C,1938-01-01
3961,Tietmeyer Hans,1931-08-18
3962,Tiffany Louis Comfort,1848-02-18
3963,Tilghman Shirley M,1946-09-17
3964,Tiller George R,1941-08-08
3965,Tillman Pat,1976-11-06
3966,Tilton Glenn F,1948-01-01
3967,Timberlake Justin,1981-01-31
3968,Tisch Laurence A,1923-03-05
3969,Tobias Andrew,1947-04-20
3970,Toibin Colm,1955-05-30
3971,Toledo Alejandro,1945-03-28
3972,Tolkien J R R,1892-01-03
3973,Tolstoy Leo,1828-09-09
3974,Tomei Marisa,1964-12-04
3975,Tomjanovich Rudy,1948-11-24
3976,Tomlin Lily,1939-09-01
3977,Toms David,1967-01-04
3978,Toner Robin,1954-05-22
3979,Toomer Amani,1974-09-08
3980,Torn Rip,1931-02-06
3981,Torre Joe,1940-07-18
3982,Torres Dara,1967-04-15
3983,Torricelli Robert G,1951-08-27
3984,Toussaint Roger,1956-01-01
3985,Towns Edolphus,1934-07-21
3986,Townsend Kathleen Kennedy,1951-07-04
3987,Townshend Pete,1945-05-19
3988,Trachsel Steve,1970-10-31
3989,Tracy Paul,1968-12-17
3990,Traficant James A Jr,1941-05-01
3991,Trager David G,1937-12-23
3992,Trajkovski Boris,1956-06-25
3993,Traub James,1954-01-01
3994,Travolta John,1954-02-18
3995,Trevi Gloria,1968-02-15
3996,Trevor William,1928-05-24
3997,Tribe Laurence H,1941-10-10
3998,Trichet Jean-Claude,1942-12-20
3999,Trillin Calvin,1935-12-05
4000,Trinidad Felix,1973-01-10
4001,Tripp Linda R,1949-11-24
4002,Trollope Anthony,1815-04-24
4003,Trotter Charlie,1959-09-08
4004,Trottier Bryan,1956-07-17
4005,Trudeau Garry,1948-07-21
4006,Truman Harry S,1884-05-08
4007,Trump Donald J,1946-06-14
4008,Trump Ivana,1949-02-20
4009,Truscott Alan,1925-04-16
4010,Tsang Donald,1944-10-07
4011,Tschumi Bernard,1944-01-25
4012,Tshisekedi Etienne,1932-12-14
4013,Tsongas Paul E,1941-02-14
4014,Tsvangirai Morgan,1952-03-10
4015,Tua David,1972-11-21
4016,Tucci Stanley,1960-11-11
4017,Tucker Jim Guy,1943-06-13
4018,Tucker Karla Faye,1959-11-18
4019,Tunick Spencer,1967-01-01
4020,Turner Joseph Mallord William,1775-04-23
4021,Turner Kathleen,1954-06-19
4022,Turner Ted,1938-11-19
4023,Turner Tina,1939-11-26
4024,Turow Scott,1949-04-12
4025,Turrell James,1943-05-06
4026,Turturro John,1957-02-28
4027,Tutu Desmond M,1931-10-07
4028,Twain Shania,1965-08-28
4029,Tyler Anne,1941-10-25
4030,Tyler Patrick E,1951-11-06
4031,Tymoshenko Yulia V,1960-11-27
4032,Tyson Mike,1966-06-30
4033,Uchida Mitsuko,1948-12-20
4034,Uchitelle Louis,1932-03-21
4035,Uggams Leslie,1943-05-25
4036,Uhry Alfred,1936-12-03
4037,Ullman Tracey,1959-12-30
4038,Ullmann Liv,1938-12-16
4039,Ullrich Jan,1973-12-02
4040,Updike John,1932-03-18
4041,Upshaw Dawn,1960-07-17
4042,Upshaw Gene,1945-08-15
4043,Uribe Alvaro,1952-07-04
4044,Vacco Dennis C,1952-08-16
4045,Vajpayee Atal Bihari,1924-12-25
4046,Valenti Jack,1921-09-05
4047,Valentine Bobby,1950-05-13
4048,Van Gundy Jeff,1962-01-19
4049,Vanbiesbrouck John,1963-09-04
4050,Vanska Osmo,1953-02-28
4051,Vargas Fernando,1977-12-07
4052,Varian Hal R,1947-03-18
4053,Varnedoe Kirk,1946-01-18
4054,Vaughn Mo,1967-12-15
4055,Vaux Calvert,1824-12-20
4056,Vazquez Javier,1976-07-25
4057,Vecsey George,1939-07-04
4058,Vedrine Hubert,1947-07-31
4059,Vega Suzanne,1959-07-11
4060,Velazquez Nydia M,1953-03-28
4061,Velella Guy J,1944-09-25
4062,Veloso Caetano,1942-08-07
4063,Veneman Ann M,1949-06-29
4064,Venter J Craig,1946-10-14
4065,Ventura Jesse,1939-07-15
4066,Ventura Robin,1967-07-14
4067,Verdi Giuseppe,1813-10-10
4068,Verdon Gwen,1925-01-13
4069,Vermeer Jan,1632-10-31
4070,Vermeil Dick,1936-10-30
4071,Verniero Peter G,1959-04-30
4072,Verplank Scott,1964-07-09
4073,Versace Gianni,1946-12-02
4074,Vesco Robert L,1935-12-04
4075,Vick Michael,1980-06-26
4076,Vidal Gore,1925-10-03
4077,Vieira de Mello Sergio,1948-03-15
4078,Vieira Meredith,1953-12-30
4079,Vilar Alberto W,1940-10-04
4080,Villaraigosa Antonio,1953-01-23
4081,Villella Edward,1936-10-01
4082,Vilsack Tom,1950-12-12
4083,Vincent Fay,1938-05-29
4084,Vinoly Rafael,1944-01-01
4085,Viola Bill,1951-01-01
4086,Vitaliano Eric N,1948-02-27
4087,Vitter David,1961-05-03
4088,Vivaldi Antonio,1678-03-04
4089,Vogel Paula,1951-11-16
4090,Voight Jon,1938-12-29
4091,Voigt Deborah,1960-08-04
4092,Volcker Paul A,1927-09-05
4093,Vongerichten Jean-Georges,1957-01-01
4094,Vonnegut Kurt,1922-11-11
4095,van Gelder Lawrence,1933-01-01
4096,van Gogh Vincent,1853-03-30
4097,van Horn Keith,1975-10-23
4098,van Miert Karel,1942-01-17
4099,van Noten Dries,1958-05-12
4100,van Sant Gus,1952-07-24
4101,von Essen Thomas,1945-01-01
4102,von Furstenberg Diane,1946-12-31
4103,von Otter Anne Sofie,1955-05-09
4104,von Trier Lars,1956-04-30
4105,Wachtler Sol,1930-04-29
4106,Wade Nicholas,1942-05-17
4107,Wadler Joyce,1948-01-02
4108,Wagner Richard,1813-05-22
4109,Wagner Wolfgang,1919-01-01
4110,Wagoner G Richard Jr,1953-02-09
4111,Wahid Abdurrahman,1940-09-07
4112,Wahlberg Mark,1971-06-05
4113,Wainwright Rufus,1973-07-22
4114,Waits Tom,1949-12-07
4115,Wakefield Tim,1966-08-02
4116,Waksal Samuel,1947-09-08
4117,Walcott Derek,1930-01-23
4118,Waldheim Kurt,1918-12-12
4119,Walesa Lech,1943-09-29
4120,Walken Christopher,1943-03-31
4121,Walker Alice,1944-02-09
4122,Walker Vaughn R,1944-01-01
4123,Wallace David Foster,1962-02-21
4124,Wallace George C,1919-08-25
4125,Wallace Rasheed,1974-09-17
4126,Wallace Rusty,1956-08-14
4127,Wallach Eli,1915-12-07
4128,Wallenberg Raoul,1913-08-04
4129,Walsh Donnie,1941-03-01
4130,Walters Barbara,1929-09-25
4131,Walters John P,1952-02-08
4132,Walton Bill,1952-11-05
4133,Walton Tony,1934-10-24
4134,Wang Charles B,1944-08-19
4135,Wang Chien-Ming,1980-03-31
4136,Wang Wayne,1949-01-12
4137,Wannstedt Dave,1952-05-21
4138,Warchus Matthew,1966-10-24
4139,Ward Charlie,1970-10-12
4140,Warhol Andy,1928-08-06
4141,Warner John W,1927-02-18
4142,Warner Kurt,1971-06-22
4143,Warner Mark R,1954-12-15
4144,Warren Rick,1954-01-28
4145,Washington Denzel,1954-12-28
4146,Washington George,1732-02-22
4147,Washington MaliVai,1969-06-20
4148,Wasserstein Bruce,1947-12-25
4149,Wasserstein Wendy,1950-10-18
4150,Waters Alice,1944-04-28
4151,Waters Maxine,1938-08-15
4152,Waterston Sam,1940-11-15
4153,Watkins Amy,1973-01-01
4154,Watkins Sherron S,1959-08-28
4155,Watson Bob,1946-04-10
4156,Watson James D,1928-04-06
4157,Watts Andre,1946-06-20
4158,Watts Naomi,1968-09-28
4159,Waugh Evelyn,1903-10-28
4160,Waxman Henry A,1939-09-12
4161,Wayne John,1907-05-26
4162,Wazed Hasina,1947-09-28
4163,Weakland Rembert G,1927-04-02
4164,Weaver Sigourney,1949-10-08
4165,Webb James H Jr,1946-02-09
4166,Webb Karrie,1974-12-21
4167,Webber Chris,1973-03-01
4168,Weber Katharine,1955-11-12
4169,Webster William H,1924-03-06
4170,Wedgwood Ruth,1949-01-01
4171,Weidman John,1946-09-25
4172,Weill Kurt,1900-03-02
4173,Weill Sanford I,1933-03-16
4174,Wein George,1925-10-03
4175,Weinberger Caspar W,1917-08-18
4176,Weiner Anthony D,1964-09-04
4177,Weiner Tim,1956-06-20
4178,Weingarten Randi,1957-12-18
4179,Weinstein Bob,1954-10-18
4180,Weinstein Harvey,1952-03-19
4181,Weinstein Jack B,1921-08-10
4182,Weir Mike,1970-05-12
4183,Weiss Melvyn I,1935-08-01
4184,Weizman Ezer,1924-06-15
4185,Welch John F Jr,1935-11-19
4186,Weld William F,1945-07-31
4187,Weldon Fay,1931-09-22
4188,Weller Michael,1942-01-01
4189,Welles Orson,1915-05-06
4190,Wells David,1963-05-20
4191,Wellstone Paul,1944-07-21
4192,Welser-Most Franz,1960-08-16
4193,Welty Eudora,1909-04-13
4194,Wendell Turk,1967-05-19
4195,Wenders Wim,1945-08-14
4196,Wenner Jann,1946-01-07
4197,West Cornel,1953-06-02
4198,West Jason,1977-03-26
4199,West Kanye,1977-06-08
4200,West Mae,1893-08-17
4201,Westheimer Ruth,1928-06-04
4202,Westin David,1952-07-29
4203,Westlake Donald E,1933-07-12
4204,Weston Edward,1886-03-24
4205,Westwood Vivienne,1941-04-08
4206,Wetherell W D,1948-01-01
4207,Wetteland John,1966-08-21
4208,Wharton Edith,1862-01-24
4209,Wheatcroft Geoffrey,1945-12-23
4210,Wheatley Tyrone,1972-01-19
4211,Wheeldon Christopher,1973-03-22
4212,White Reggie,1961-12-19
4213,White Rondell,1972-02-23
4214,White Stanford,1853-11-09
4215,White Thomas E,1943-12-14
4216,Whiteread Rachel,1963-04-20
4217,Whiting Margaret,1924-07-22
4218,Whitman Christine Todd,1946-09-26
4219,Whitman Margaret C,1956-08-04
4220,Whitman Walt,1819-05-31
4221,Whitney Marylou,1925-12-24
4222,Wickremesinghe Ranil,1949-03-24
4223,Wideman John Edgar,1941-06-14
4224,Wie Michelle,1989-10-11
4225,Wiesel Elie,1928-09-09
4226,Wieseltier Leon,1952-06-14
4227,Wiest Dianne,1948-03-28
4228,Wigand Jeffrey,1942-12-17
4229,Wilde Oscar,1854-10-16
4230,Wilder Billy,1906-06-22
4231,Wilder Thornton,1897-04-17
4232,Wildhorn Frank,1959-11-29
4233,Wilentz Robert N,1927-02-17
4234,Wilentz Sean,1951-02-20
4235,Wilford John Noble,1933-10-04
4236,Wilkens Lenny,1937-10-28
4237,Wilkerson Isabel,1961-01-01
4238,Will George F,1941-05-04
4239,Williams Anthony A,1951-07-28
4240,Williams Armstrong,1959-02-05
4241,Williams Bernie,1968-09-13
4242,Williams Brian,1959-05-05
4243,Williams Buck,1960-03-08
4244,Williams Charles Andrew,1986-02-08
4245,Williams Erik,1968-09-07
4246,Williams Jayson,1968-02-22
4247,Williams John,1932-02-08
4248,Williams Lucinda,1953-01-26
4249,Williams Ricky,1977-05-21
4250,Williams Robin,1951-07-21
4251,Williams Rowan,1950-06-14
4252,Williams Serena,1981-09-26
4253,Williams Ted,1918-08-30
4254,Williams Tennessee,1911-03-26
4255,Williams Venus,1980-06-17
4256,Williams Willie L,1943-10-01
4257,Willingham Tyrone,1953-12-30
4258,Willis Bruce,1955-03-19
4259,Wills Garry,1934-05-22
4260,Wilmut Ian,1944-07-07
4261,Wilpon Fred,1936-11-20
4262,Wilson A N,1950-10-27
4263,Wilson August,1945-04-27
4264,Wilson Brian,1942-06-20
4265,Wilson Cassandra,1955-12-04
4266,Wilson Edward O,1929-06-10
4267,Wilson James Q,1931-05-27
4268,Wilson Joseph C 4TH,1949-11-06
4269,Wilson Lanford,1937-04-13
4270,Wilson Mookie,1956-02-09
4271,Wilson Owen,1968-11-18
4272,Wilson Pete,1933-08-23
4273,Wilson Ronell,1982-05-04
4274,Wilson William Julius,1935-12-20
4275,Wilson Woodrow,1856-12-28
4276,Winchester Simon,1944-09-28
4277,Winehouse Amy,1983-09-14
4278,Wines Michael,1951-06-03
4279,Winfrey Oprah,1954-01-29
4280,Winnick Gary,1947-01-01
4281,Winslet Kate,1975-10-05
4282,Winterbottom Michael,1961-03-29
4283,Wintour Anna,1949-11-03
4284,Wiseman Frederick,1930-01-01
4285,Witt James Lee,1944-01-06
4286,Wolf Dick,1946-12-20
4287,Wolf Naomi,1962-11-12
4288,Wolf Stephen M,1941-01-01
4289,Wolfe Alan,1942-01-01
4290,Wolfe George C,1954-09-23
4291,Wolfe Tom,1931-03-02
4292,Wolfensohn James D,1933-12-01
4293,Wolff Tobias,1945-06-19
4294,Wolfowitz Paul D,1943-12-22
4295,Wolin Alfred M,1932-01-01
4296,Wonder Stevie,1950-05-13
4297,Woodforde Mark,1965-09-23
4298,Woods James,1947-04-18
4299,Woods Tiger,1975-12-30
4300,Woodward Bob,1943-03-26
4301,Woodward Joanne,1930-02-27
4302,Woodward Louise,1978-02-28
4303,Woolf Virginia,1882-01-25
4304,Worth Irene,1916-06-23
4305,Worthington Christa,1956-12-23
4306,Wright Frank Lloyd,1867-06-08
4307,Wright Jeremiah A Jr,1941-09-22
4308,Wright Robert C,1943-01-01
4309,Wright Susan Webber,1948-01-01
4310,Wu Harry,1937-01-01
4311,Wuerffel Danny,1974-05-27
4312,Wuorinen Charles,1938-06-09
4313,Wyden Ron,1949-05-03
4314,Wyeth Andrew,1917-07-12
4315,Wyly Sam,1934-10-04
4316,Yagudin Aleksei,1980-03-18
4317,Yamamoto Yohji,1943-10-03
4318,Yanukovich Viktor F,1950-07-09
4319,Yardley Jim,1964-06-18
4320,Yassin Ahmed,1937-01-01
4321,Yassky David,1964-03-03
4322,Yates Andrea,1964-07-02
4323,Yavlinsky Grigory A,1952-04-10
4324,Yeats William Butler,1865-06-13
4325,Yee James J,1968-01-01
4326,Yoo John C,1967-07-10
4327,Yoshii Masato,1965-04-20
4328,Young Don,1933-06-09
4329,Young Neil,1945-11-12
4330,Yousef Ramzi Ahmed,1967-05-20
4331,Yudhoyono Susilo Bambang,1949-09-09
4332,Yushchenko Viktor,1954-02-23
4333,Yzerman Steve,1965-05-09
4334,Zahir Shah Mohammed,1914-10-15
4335,Zahn Paula,1956-02-24
4336,Zaidi Muntader al-,1979-01-15
4337,Zakaria Fareed,1964-01-20
4338,Zaks Jerry,1946-09-07
4339,Zambello Francesca,1956-08-24
4340,Zander Edward J,1947-01-12
4341,Zapatero Jose Luis Rodriguez,1960-08-04
4342,Zappa Frank,1940-12-21
4343,Zarb Frank G,1935-02-17
4344,Zardari Asif Ali,1955-07-26
4345,Zarqawi Abu Musab al-,1966-10-30
4346,Zebari Hoshyar,1953-01-01
4347,Zedillo Ernesto,1951-12-27
4348,Zeffirelli Franco,1923-02-12
4349,Zeile Todd,1965-09-09
4350,Zell Samuel,1941-09-28
4351,Zellweger Renee,1969-04-25
4352,Zemeckis Robert,1952-05-14
4353,Zeroual Liamine,1941-07-03
4354,Zeta-Jones Catherine,1969-09-25
4355,Zetsche Dieter,1953-05-05
4356,Zhirinovsky Vladimir V,1946-04-25
4357,Zia Khaleda,1946-08-15
4358,Zimerman Krystian,1956-12-05
4359,Zimmer Don,1931-01-17
4360,Zimmerman Mary,1960-08-23
4361,Zinman David,1936-07-09
4362,Zinni Anthony C,1943-09-17
4363,Zito Barry,1978-05-13
4364,Zito Nick,1948-02-06
4365,Zoeller Fuzzy,1951-11-11
4366,Zoellick Robert B,1953-07-25
4367,Zongo Ousmane,1960-01-01
4368,Zorn John,1953-09-02
4369,Zubaydah Abu,1971-03-12
4370,Zucker Jeff,1965-04-09
4371,Zuckerman Mortimer B,1937-06-04
4372,Zukerman Pinchas,1948-07-16
4373,Zuma Jacob G,1942-04-12
4374,Zwick Edward,1952-10-08
4375,Zwilich Ellen Taaffe,1939-04-30
4376,Zyuganov Gennadi A,1944-06-26
4377,Diaz Ruben Sr,1947-04-22
4378,Elias Patrik,1976-04-13
4379,Forman Milos,1932-02-18
4380,Gardiner John Eliot,1943-04-20
4381,Gardner Herb,1934-12-28
4382,Gardner Howard,1943-07-11
4383,Gardner Rulon,1971-08-16
4384,Garland Judy,1922-06-10
4385,Garment Leonard,1924-05-11
4386,Garner Jay,1938-04-15
4387,Garnett Kevin,1976-05-19
4388,Garson Gerald P,1932-08-03
4389,Garten Jeffrey E,1946-10-29
4390,Gastineau Mark,1956-11-20
4391,Gates Bill,1955-10-28
4392,Gates Henry Louis Jr,1950-09-16
4393,Gates Melinda,1964-08-15
4394,Gates Robert M,1943-09-25
4395,Gatien Peter,1952-08-08
4396,Gatlin Justin,1982-02-10
4397,Gatling Chris,1967-09-03
4398,Gatti Arturo,1972-04-15
4399,Gauguin Paul,1848-06-07
4400,Gaultier Jean Paul,1952-04-24
4401,Gay Peter,1923-06-20
4402,Gay Tyson,1982-08-09
4403,Gbagbo Laurent,1945-05-31
4404,Gebrselassie Haile,1973-04-18
4405,Geffen David,1943-02-21
4406,Gehman Harold W Jr,1942-10-15
4407,Gehrig Lou,1903-06-19
4408,Gehry Frank,1929-02-28
4409,Geisel Theodor Seuss,1904-03-02
4410,Geithner Timothy F,1961-08-18
4411,Gejdenson Sam,1948-03-20
4412,Gelb Peter,1953-01-01
4413,Gelbart Larry,1928-02-25
4414,Gelernter David,1955-03-05
4415,Gelsinger Jesse,1981-06-18
4416,George Eddie,1973-09-24
4417,Gephardt Richard A,1941-01-31
4418,Gerberding Julie L,1955-08-22
4419,Gere Richard,1949-08-31
4420,Gergiev Valery,1953-05-02
4421,Gershwin George,1898-09-26
4422,Gorman James,1958-07-14
4423,Hasek Dominik,1965-01-29
4424,Kostunica Vojislav,1944-03-24
4425,Lomborg Bjorn,1965-01-06
4426,Palffy Zigmund,1972-05-05
4427,Reyes Jose,1983-06-11
4428,Seselj Vojislav,1954-10-11
4429,Sykora Petr,1976-10-19
